Data point,Step,Step time,Voltage,Current,Power,Temperature,Capacity,Energy,Total time,End status
313,5,00:36:10,3.4972,2.427,8.5,26.4,3762.28,13.0653009,00:52:10,0
314,5,00:36:20,3.4972,2.402,8.4,26.4,3768.85,13.0882711,00:52:20,0
315,5,00:36:30,3.4972,2.379,8.3,26.4,3775.36,13.1110249,00:52:30,0
316,5,00:36:40,3.4972,2.349,8.2,26.4,3782.06,13.1344538,00:52:40,0
317,5,00:36:50,3.4972,2.328,8.1,26.4,3788.69,13.1576481,00:52:50,0
318,5,00:37:00,3.4971,2.305,8.1,26.4,3794.87,13.1792717,00:53:00,0
319,5,00:37:10,3.4972,2.283,8,26.3,3801.37,13.2019997,00:53:10,0
320,5,00:37:20,3.4971,2.261,7.9,26.3,3807.56,13.2236395,00:53:20,0
321,5,00:37:30,3.4972,2.239,7.8,26.3,3813.93,13.2459164,00:53:30,0
322,5,00:37:40,3.4971,2.214,7.7,26.3,3820.24,13.2679863,00:53:40,0
323,5,00:37:50,3.4972,2.195,7.7,26.3,3826.12,13.2885637,00:53:50,0
324,5,00:38:00,3.4971,2.175,7.6,26.3,3832.43,13.3106174,00:54:00,0
325,5,00:38:10,3.4972,2.154,7.5,26.3,3838.2,13.3308058,00:54:10,0
326,5,00:38:20,3.4971,2.133,7.5,26.3,3844.28,13.3520527,00:54:20,0
327,5,00:38:30,3.4972,2.114,7.4,26.3,3849.94,13.371851,00:54:30,0
328,5,00:38:40,3.4972,2.094,7.3,26.3,3855.9,13.3927011,00:54:40,0
329,5,00:38:50,3.4971,2.072,7.2,26.2,3861.92,13.413763,00:54:50,0
330,5,00:39:00,3.4971,2.055,7.2,26.2,3867.43,13.433032,00:55:00,0
331,5,00:39:10,3.4972,2.038,7.1,26.2,3873.34,13.4536915,00:55:10,0
332,5,00:39:20,3.4972,2.017,7.1,26.2,3878.75,13.4726105,00:55:20,0
333,5,00:39:30,3.4971,2,7,26.2,3884.55,13.4929094,00:55:30,0
334,5,00:39:40,3.4971,1.983,6.9,26.2,3889.75,13.5110884,00:55:40,0
335,5,00:39:50,3.4972,1.964,6.9,26.2,3895.45,13.5310259,00:55:50,0
336,5,00:40:00,3.4972,1.946,6.8,26.2,3901,13.5504112,00:56:00,0
337,5,00:40:10,3.4972,1.928,6.7,26.2,3906.16,13.5684881,00:56:10,0
338,5,00:40:20,3.4972,1.913,6.7,26.2,3911.71,13.5878887,00:56:20,0
339,5,00:40:30,3.4972,1.897,6.6,26.2,3916.79,13.6056528,00:56:30,0
340,5,00:40:40,3.4972,1.881,6.6,26.2,3922.25,13.6247244,00:56:40,0
341,5,00:40:50,3.4972,1.865,6.5,26.2,3927.34,13.6425371,00:56:50,0
342,5,00:41:00,3.4972,1.85,6.5,26.1,3932.4,13.6602154,00:57:00,0
343,5,00:41:10,3.4972,1.834,6.4,26.1,3937.61,13.6784363,00:57:10,0
344,5,00:41:20,3.4972,1.816,6.4,26.1,3942.78,13.696516,00:57:20,0
345,5,00:41:30,3.4972,1.802,6.3,26.1,3947.5,13.7130423,00:57:30,0
346,5,00:41:40,3.4972,1.786,6.2,26.1,3952.69,13.7311726,00:57:40,0
347,5,00:41:50,3.4972,1.773,6.2,26.1,3957.73,13.7488003,00:57:50,0
348,5,00:42:00,3.4972,1.759,6.2,26.1,3962.53,13.765605,00:58:00,0
349,5,00:42:10,3.4972,1.741,6.1,26.1,3967.49,13.7829514,00:58:10,0
350,5,00:42:20,3.4972,1.729,6,26.1,3972.22,13.7994757,00:58:20,0
351,5,00:42:30,3.4972,1.715,6,26,3977.09,13.816534,00:58:30,0
352,5,00:42:40,3.4972,1.7,5.9,26,3981.75,13.8328018,00:58:40,0
353,5,00:42:50,3.4972,1.688,5.9,26,3986.55,13.8495922,00:58:50,0
354,5,00:43:00,3.4972,1.675,5.9,26,3991.12,13.8655949,00:59:00,0
355,5,00:43:10,3.4972,1.661,5.8,26,3995.57,13.8811522,00:59:10,0
356,5,00:43:20,3.4972,1.648,5.8,26,4000.35,13.8978701,00:59:20,0
357,5,00:43:30,3.4972,1.637,5.7,26,4004.74,13.913208,00:59:30,0
358,5,00:43:40,3.4972,1.623,5.7,26,4009.44,13.9296637,00:59:40,0
359,5,00:43:50,3.4972,1.61,5.6,26,4013.75,13.944747,00:59:50,0
360,5,00:44:00,3.4972,1.598,5.6,26,4018.3,13.9606428,01:00:00,0
361,5,00:44:10,3.4972,1.586,5.5,26,4022.81,13.9764175,01:00:10,0
362,5,00:44:20,3.4972,1.574,5.5,25.9,4027.11,13.9914513,01:00:20,0
363,5,00:44:30,3.4972,1.563,5.5,25.9,4031.38,14.0063829,01:00:30,0
364,5,00:44:40,3.4972,1.549,5.4,25.9,4035.87,14.0220928,01:00:40,0
365,5,00:44:50,3.4972,1.54,5.4,25.9,4039.99,14.0365047,01:00:50,0
366,5,00:45:00,3.4972,1.524,5.3,25.9,4044.42,14.0519876,01:01:00,0
367,5,00:45:10,3.4972,1.516,5.3,25.9,4048.48,14.066186,01:01:10,0
368,5,00:45:20,3.4972,1.505,5.3,25.9,4052.84,14.0814533,01:01:20,0
369,5,00:45:30,3.4972,1.494,5.2,25.9,4056.84,14.0954437,01:01:30,0
370,5,00:45:40,3.4972,1.483,5.2,25.9,4061.14,14.1104803,01:01:40,0
371,5,00:45:50,3.4972,1.472,5.1,25.9,4065.17,14.124548,01:01:50,0
372,5,00:46:00,3.4972,1.463,5.1,25.9,4069.08,14.1382284,01:02:00,0
373,5,00:46:10,3.4972,1.451,5.1,25.9,4073.21,14.1526632,01:02:10,0
374,5,00:46:20,3.4972,1.441,5,25.8,4077.3,14.1669884,01:02:20,0
375,5,00:46:30,3.4972,1.431,5,25.8,4081.21,14.1806593,01:02:30,0
376,5,00:46:40,3.4972,1.419,5,25.8,4085.33,14.1950607,01:02:40,0
377,5,00:46:50,3.4972,1.41,4.9,25.8,4089.11,14.2082691,01:02:50,0
378,5,00:47:00,3.4972,1.401,4.9,25.8,4093.16,14.2224607,01:03:00,0
379,5,00:47:10,3.4972,1.391,4.9,25.8,4096.97,14.2357531,01:03:10,0
380,5,00:47:20,3.4972,1.381,4.8,25.8,4100.9,14.249506,01:03:20,0
381,5,00:47:30,3.4972,1.37,4.8,25.8,4104.64,14.2626076,01:03:30,0
382,5,00:47:40,3.4972,1.362,4.8,25.8,4108.29,14.2753563,01:03:40,0
383,5,00:47:50,3.4972,1.354,4.7,25.8,4112.21,14.289073,01:03:50,0
384,5,00:48:00,3.4972,1.346,4.7,25.7,4115.81,14.301651,01:04:00,0
385,5,00:48:10,3.4972,1.336,4.7,25.7,4119.68,14.3151932,01:04:10,0
386,5,00:48:20,3.4972,1.327,4.6,25.7,4123.3,14.3278589,01:04:20,0
387,5,00:48:30,3.4972,1.316,4.6,25.7,4127.04,14.3409424,01:04:30,0
388,5,00:48:40,3.4972,1.308,4.6,25.7,4130.61,14.3534346,01:04:40,0
389,5,00:48:50,3.4972,1.299,4.5,25.7,4134.31,14.3663559,01:04:50,0
390,5,00:49:00,3.4972,1.291,4.5,25.7,4137.83,14.378686,01:05:00,0
391,5,00:49:10,3.4972,1.282,4.5,25.7,4141.55,14.3916779,01:05:10,0
392,5,00:49:20,3.4972,1.273,4.5,25.7,4144.96,14.4035921,01:05:20,0
393,5,00:49:30,3.4972,1.263,4.4,25.7,4148.62,14.4164104,01:05:30,0
394,5,00:49:40,3.4972,1.257,4.4,25.7,4151.99,14.4281807,01:05:40,0
395,5,00:49:50,3.4972,1.247,4.4,25.7,4155.54,14.4405918,01:05:50,0
396,5,00:50:00,3.4972,1.242,4.3,25.7,4158.93,14.4524479,01:06:00,0
397,5,00:50:10,3.4972,1.231,4.3,25.6,4162.43,14.4646969,01:06:10,0
398,5,00:50:20,3.4972,1.225,4.3,25.6,4165.91,14.4768705,01:06:20,0
399,5,00:50:30,3.4972,1.217,4.3,25.6,4169.17,14.4882612,01:06:30,0
400,5,00:50:40,3.4972,1.209,4.2,25.6,4172.67,14.5005121,01:06:40,0
401,5,00:50:50,3.4972,1.201,4.2,25.6,4175.88,14.5117598,01:06:50,0
402,5,00:51:00,3.4972,1.193,4.2,25.6,4179.34,14.5238581,01:07:00,0
403,5,00:51:10,3.4972,1.187,4.1,25.6,4182.58,14.5351915,01:07:10,0
404,5,00:51:20,3.4972,1.18,4.1,25.6,4185.94,14.5469074,01:07:20,0
405,5,00:51:30,3.4972,1.172,4.1,25.6,4189.07,14.5578661,01:07:30,0
406,5,00:51:40,3.4972,1.163,4.1,25.5,4192.44,14.569664,01:07:40,0
407,5,00:51:50,3.4972,1.158,4,25.5,4195.54,14.580493,01:07:50,0
408,5,00:52:00,3.4972,1.15,4,25.5,4198.81,14.5919199,01:08:00,0
409,5,00:52:10,3.4972,1.142,4,25.5,4201.93,14.6028414,01:08:10,0
410,5,00:52:20,3.4972,1.135,4,25.5,4205.16,14.6141291,01:08:20,0
411,5,00:52:30,3.4972,1.13,4,25.5,4208.18,14.6246929,01:08:30,0
412,5,00:52:40,3.4972,1.123,3.9,25.5,4211.43,14.6360664,01:08:40,0
413,5,00:52:50,3.4972,1.115,3.9,25.5,4214.48,14.6467171,01:08:50,0
414,5,00:53:00,3.4972,1.108,3.9,25.5,4217.62,14.657732,01:09:00,0
415,5,00:53:10,3.4972,1.103,3.9,25.5,4220.57,14.6680422,01:09:10,0
416,5,00:53:20,3.4972,1.095,3.8,25.5,4223.75,14.679143,01:09:20,0
417,5,00:53:30,3.4972,1.089,3.8,25.5,4226.66,14.6893291,01:09:30,0
418,5,00:53:40,3.4972,1.082,3.8,25.5,4229.74,14.7000923,01:09:40,0
419,5,00:53:50,3.4972,1.078,3.8,25.5,4232.8,14.7107821,01:09:50,0
420,5,00:54:00,3.4972,1.07,3.7,25.4,4235.72,14.7209959,01:10:00,0
421,5,00:54:10,3.4972,1.064,3.7,25.4,4238.8,14.7317686,01:10:10,0
422,5,00:54:20,3.4972,1.058,3.7,25.4,4241.62,14.7416592,01:10:20,0
423,5,00:54:30,3.4972,1.051,3.7,25.4,4244.67,14.7523069,01:10:30,0
424,5,00:54:40,3.4972,1.045,3.7,25.4,4247.46,14.762084,01:10:40,0
425,5,00:54:50,3.4972,1.039,3.6,25.4,4250.42,14.7724066,01:10:50,0
426,5,00:55:00,3.4972,1.033,3.6,25.4,4253.18,14.782073,01:11:00,0
427,5,00:55:10,3.4972,1.027,3.6,25.4,4255.98,14.7918816,01:11:10,0
428,5,00:55:20,3.4972,1.022,3.6,25.4,4258.94,14.8022308,01:11:20,0
429,5,00:55:30,3.4972,1.015,3.5,25.4,4261.83,14.8123217,01:11:30,0
430,5,00:55:40,3.4972,1.01,3.5,25.4,4264.59,14.8219585,01:11:40,0
431,5,00:55:50,3.4972,1.004,3.5,25.4,4267.44,14.8319407,01:11:50,0
432,5,00:56:00,3.4972,0.997,3.5,25.3,4270.12,14.8413019,01:12:00,0
433,5,00:56:10,3.4972,0.993,3.5,25.3,4272.93,14.8511381,01:12:10,0
434,5,00:56:20,3.4972,0.987,3.5,25.3,4275.57,14.8603754,01:12:20,0
435,5,00:56:30,3.4972,0.982,3.4,25.3,4278.47,14.8705168,01:12:30,0
436,5,00:56:40,3.4972,0.976,3.4,25.3,4281.08,14.8796549,01:12:40,0
437,5,00:56:50,3.4972,0.97,3.4,25.3,4283.89,14.8894815,01:12:50,0
438,5,00:57:00,3.4972,0.966,3.4,25.3,4286.48,14.8985167,01:13:00,0
439,5,00:57:10,3.4972,0.961,3.4,25.3,4289.26,14.9082527,01:13:10,0
440,5,00:57:20,3.4972,0.956,3.3,25.3,4291.82,14.9171925,01:13:20,0
441,5,00:57:30,3.4972,0.95,3.3,25.3,4294.52,14.9266281,01:13:30,0
442,5,00:57:40,3.4972,0.947,3.3,25.3,4297.1,14.9356527,01:13:40,0
443,5,00:57:50,3.4972,0.94,3.3,25.3,4299.77,14.9449863,01:13:50,0
444,5,00:58:00,3.4972,0.933,3.3,25.3,4302.32,14.9539137,01:14:00,0
445,5,00:58:10,3.4972,0.93,3.3,25.3,4305.01,14.9633379,01:14:10,0
446,5,00:58:20,3.4972,0.924,3.2,25.3,4307.54,14.9721661,01:14:20,0
447,5,00:58:30,3.4972,0.919,3.2,25.2,4310.15,14.981308,01:14:30,0
448,5,00:58:40,3.4972,0.914,3.2,25.2,4312.6,14.9898691,01:14:40,0
449,5,00:58:50,3.4972,0.911,3.2,25.2,4315.23,14.9990778,01:14:50,0
450,5,00:59:00,3.4972,0.906,3.2,25.2,4317.65,15.0075426,01:15:00,0
451,5,00:59:10,3.4972,0.901,3.2,25.2,4320.21,15.0164862,01:15:10,0
452,5,00:59:20,3.4972,0.896,3.1,25.2,4322.61,15.0248642,01:15:20,0
453,5,00:59:30,3.4972,0.89,3.1,25.2,4325.24,15.0340614,01:15:30,0
454,5,00:59:40,3.4972,0.887,3.1,25.2,4327.61,15.0423517,01:15:40,0
455,5,00:59:50,3.4972,0.881,3.1,25.2,4330.16,15.0512791,01:15:50,0
456,5,01:00:00,3.4972,0.877,3.1,25.2,4332.51,15.0594864,01:16:00,0
457,5,01:00:10,3.4972,0.873,3.1,25.2,4334.98,15.0681543,01:16:10,0
458,5,01:00:20,3.4972,0.868,3,25.2,4337.31,15.0762777,01:16:20,0
459,5,01:00:30,3.4972,0.863,3,25.2,4339.72,15.0847025,01:16:30,0
460,5,01:00:40,3.4972,0.858,3,25.2,4342.16,15.0932398,01:16:40,0
461,5,01:00:50,3.4972,0.855,3,25.2,4344.63,15.1018925,01:16:50,0
462,5,01:01:00,3.4972,0.85,3,25.1,4346.95,15.1100016,01:17:00,0
463,5,01:01:10,3.4972,0.847,3,25.1,4349.35,15.1184092,01:17:10,0
464,5,01:01:20,3.4972,0.842,2.9,25.1,4351.7,15.1266012,01:17:20,0
465,5,01:01:30,3.4972,0.838,2.9,25.1,4353.94,15.1344481,01:17:30,0
466,5,01:01:40,3.4972,0.832,2.9,25.1,4356.31,15.1427183,01:17:40,0
467,5,01:01:50,3.4972,0.829,2.9,25.1,4358.57,15.1506357,01:17:50,0
468,5,01:02:00,3.4972,0.825,2.9,25.1,4360.96,15.158987,01:18:00,0
469,5,01:02:10,3.4972,0.821,2.9,25.1,4363.15,15.1666622,01:18:10,0
470,5,01:02:20,3.4972,0.817,2.9,25.1,4365.43,15.174614,01:18:20,0
471,5,01:02:30,3.4972,0.812,2.8,25.1,4367.78,15.1828413,01:18:30,0
472,5,01:02:40,3.4972,0.808,2.8,25.1,4369.94,15.1904078,01:18:40,0
473,5,01:02:50,3.4972,0.806,2.8,25.1,4372.23,15.1983986,01:18:50,0
474,5,01:03:00,3.4972,0.801,2.8,25.1,4374.37,15.2058859,01:19:00,0
475,5,01:03:10,3.4972,0.797,2.8,25.1,4376.59,15.2136488,01:19:10,0
476,5,01:03:20,3.4972,0.793,2.8,25.1,4378.88,15.2216721,01:19:20,0
477,5,01:03:30,3.4972,0.79,2.8,25.1,4381,15.2290564,01:19:30,0
478,5,01:03:40,3.4972,0.785,2.7,25.1,4383.23,15.2368555,01:19:40,0
479,5,01:03:50,3.4972,0.781,2.7,25,4385.36,15.2443161,01:19:50,0
480,5,01:04:00,3.4972,0.778,2.7,25,4387.61,15.2521954,01:20:00,0
481,5,01:04:10,3.4972,0.774,2.7,25,4389.77,15.2597303,01:20:10,0
482,5,01:04:20,3.4972,0.77,2.7,25,4391.83,15.2669306,01:20:20,0
483,5,01:04:30,3.4972,0.768,2.7,25,4394,15.2745476,01:20:30,0
484,5,01:04:40,3.4972,0.763,2.7,25,4396.09,15.2818336,01:20:40,0
485,5,01:04:50,3.4972,0.759,2.7,25,4398.25,15.2893782,01:20:50,0
486,5,01:05:00,3.4972,0.756,2.6,25,4400.31,15.2965927,01:21:00,0
487,5,01:05:10,3.4972,0.752,2.6,25,4402.49,15.3042088,01:21:10,0
488,5,01:05:16,3.4972,0.749,2.6,25,4403.82,15.3088789,01:21:16,EC
489,6,00:00:10,3.4585,0,0,25,0,0,01:21:26,0
490,6,00:00:20,3.4456,0,0,25,0,0,01:21:36,0
491,6,00:00:30,3.4346,0,0,25,0,0,01:21:46,0
492,6,00:00:40,3.4278,0,0,25,0,0,01:21:56,0
493,6,00:00:50,3.4201,0,0,25,0,0,01:22:06,0
494,6,00:01:00,3.4144,0,0,25,0,0,01:22:16,0
495,6,00:01:10,3.4095,0,0,25,0,0,01:22:26,0
496,6,00:01:20,3.4051,0,0,25,0,0,01:22:36,0
497,6,00:01:30,3.4012,0,0,25,0,0,01:22:46,0
498,6,00:01:40,3.3978,0,0,25,0,0,01:22:56,0
499,6,00:01:50,3.3947,0,0,25,0,0,01:23:06,0
500,6,00:02:00,3.3916,0,0,25,0,0,01:23:16,0
501,6,00:02:10,3.3895,0,0,25,0,0,01:23:26,0
502,6,00:02:20,3.3868,0,0,25,0,0,01:23:36,0
503,6,00:02:30,3.3848,0,0,24.9,0,0,01:23:46,0
504,6,00:02:40,3.383,0,0,24.9,0,0,01:23:56,0
505,6,00:02:50,3.3813,0,0,24.9,0,0,01:24:06,0
506,6,00:03:00,3.3797,0,0,24.9,0,0,01:24:16,0
507,6,00:03:10,3.378,0,0,24.9,0,0,01:24:26,0
508,6,00:03:20,3.3767,0,0,24.9,0,0,01:24:36,0
509,6,00:03:30,3.3755,0,0,24.9,0,0,01:24:46,0
510,6,00:03:40,3.3744,0,0,24.9,0,0,01:24:56,0
511,6,00:03:50,3.3733,0,0,24.9,0,0,01:25:06,0
512,6,00:04:00,3.3724,0,0,24.9,0,0,01:25:16,0
513,6,00:04:10,3.3713,0,0,24.9,0,0,01:25:26,0
514,6,00:04:20,3.3703,0,0,24.9,0,0,01:25:36,0
515,6,00:04:30,3.3695,0,0,24.9,0,0,01:25:46,0
516,6,00:04:40,3.3688,0,0,24.9,0,0,01:25:56,0
517,6,00:04:50,3.3681,0,0,24.9,0,0,01:26:06,0
518,6,00:05:00,3.3674,0,0,24.9,0,0,01:26:16,0
519,6,00:05:10,3.3666,0,0,24.9,0,0,01:26:26,0
520,6,00:05:20,3.366,0,0,24.9,0,0,01:26:36,0
521,6,00:05:30,3.3656,0,0,24.9,0,0,01:26:46,0
522,6,00:05:40,3.3649,0,0,24.9,0,0,01:26:56,0
523,6,00:05:50,3.3644,0,0,24.9,0,0,01:27:06,0
524,6,00:06:00,3.3639,0,0,24.8,0,0,01:27:16,0
525,6,00:06:10,3.3634,0,0,24.8,0,0,01:27:26,0
526,6,00:06:20,3.363,0,0,24.8,0,0,01:27:36,0
527,6,00:06:30,3.3625,0,0,24.8,0,0,01:27:46,0
528,6,00:06:40,3.3621,0,0,24.8,0,0,01:27:56,0
529,6,00:06:50,3.3616,0,0,24.8,0,0,01:28:06,0
530,6,00:07:00,3.3612,0,0,24.8,0,0,01:28:16,0
531,6,00:07:10,3.3608,0,0,24.8,0,0,01:28:26,0
532,6,00:07:20,3.3605,0,0,24.8,0,0,01:28:36,0
533,6,00:07:30,3.3602,0,0,24.8,0,0,01:28:46,0
534,6,00:07:40,3.3598,0,0,24.8,0,0,01:28:56,0
535,6,00:07:50,3.3595,0,0,24.8,0,0,01:29:06,0
536,6,00:08:00,3.3592,0,0,24.8,0,0,01:29:16,0
537,6,00:08:10,3.3589,0,0,24.8,0,0,01:29:26,0
538,6,00:08:20,3.3586,0,0,24.8,0,0,01:29:36,0
539,6,00:08:30,3.3583,0,0,24.8,0,0,01:29:46,0
540,6,00:08:40,3.3581,0,0,24.8,0,0,01:29:56,0
541,6,00:08:50,3.3578,0,0,24.8,0,0,01:30:06,0
542,6,00:09:00,3.3575,0,0,24.8,0,0,01:30:16,0
543,6,00:09:10,3.3573,0,0,24.8,0,0,01:30:26,0
544,6,00:09:20,3.3571,0,0,24.8,0,0,01:30:36,0
545,6,00:09:30,3.3568,0,0,24.8,0,0,01:30:46,0
546,6,00:09:40,3.3566,0,0,24.7,0,0,01:30:56,0
547,6,00:09:50,3.3564,0,0,24.7,0,0,01:31:06,0
548,6,00:10:00,3.3562,0,0,24.7,0,0,01:31:16,0
549,6,00:10:10,3.356,0,0,24.7,0,0,01:31:26,0
550,6,00:10:20,3.3558,0,0,24.7,0,0,01:31:36,0
551,6,00:10:30,3.3556,0,0,24.7,0,0,01:31:46,0
552,6,00:10:40,3.3554,0,0,24.7,0,0,01:31:56,0
553,6,00:10:50,3.3552,0,0,24.7,0,0,01:32:06,0
554,6,00:11:00,3.3551,0,0,24.7,0,0,01:32:16,0
555,6,00:11:10,3.3549,0,0,24.7,0,0,01:32:26,0
556,6,00:11:20,3.3547,0,0,24.7,0,0,01:32:36,0
557,6,00:11:30,3.3546,0,0,24.7,0,0,01:32:46,0
558,6,00:11:40,3.3544,0,0,24.7,0,0,01:32:56,0
559,6,00:11:50,3.3543,0,0,24.7,0,0,01:33:06,0
560,6,00:12:00,3.3541,0,0,24.7,0,0,01:33:16,0
561,6,00:12:10,3.3539,0,0,24.7,0,0,01:33:26,0
562,6,00:12:20,3.3538,0,0,24.7,0,0,01:33:36,0
563,6,00:12:30,3.3537,0,0,24.7,0,0,01:33:46,0
564,6,00:12:40,3.3535,0,0,24.7,0,0,01:33:56,0
565,6,00:12:50,3.3533,0,0,24.7,0,0,01:34:06,0
566,6,00:13:00,3.3531,0,0,24.7,0,0,01:34:16,0
567,6,00:13:10,3.353,0,0,24.7,0,0,01:34:26,0
568,6,00:13:20,3.3529,0,0,24.7,0,0,01:34:36,0
569,6,00:13:30,3.3528,0,0,24.7,0,0,01:34:46,0
570,6,00:13:40,3.3527,0,0,24.7,0,0,01:34:56,0
571,6,00:13:50,3.3525,0,0,24.7,0,0,01:35:06,0
572,6,00:14:00,3.3524,0,0,24.7,0,0,01:35:16,0
573,6,00:14:10,3.3523,0,0,24.7,0,0,01:35:26,0
574,6,00:14:20,3.3522,0,0,24.6,0,0,01:35:36,0
575,6,00:14:30,3.3521,0,0,24.6,0,0,01:35:46,0
576,6,00:14:40,3.352,0,0,24.6,0,0,01:35:56,0
577,6,00:14:50,3.3519,0,0,24.6,0,0,01:36:06,0
578,6,00:15:00,3.3518,0,0,24.6,0,0,01:36:16,0
579,6,00:15:10,3.3517,0,0,24.6,0,0,01:36:26,0
580,6,00:15:20,3.3516,0,0,24.6,0,0,01:36:36,0
581,6,00:15:30,3.3515,0,0,24.6,0,0,01:36:46,0
582,6,00:15:40,3.3514,0,0,24.6,0,0,01:36:56,0
583,6,00:15:50,3.3513,0,0,24.6,0,0,01:37:06,0
584,6,00:16:00,3.3512,0,0,24.6,0,0,01:37:16,0
585,6,00:16:10,3.3511,0,0,24.6,0,0,01:37:26,0
586,6,00:16:20,3.351,0,0,24.6,0,0,01:37:36,0
587,6,00:16:30,3.3509,0,0,24.6,0,0,01:37:46,0
588,6,00:16:40,3.3509,0,0,24.6,0,0,01:37:56,0
589,6,00:16:50,3.3508,0,0,24.6,0,0,01:38:06,0
590,6,00:17:00,3.3507,0,0,24.6,0,0,01:38:16,0
591,6,00:17:10,3.3506,0,0,24.6,0,0,01:38:26,0
592,6,00:17:20,3.3505,0,0,24.6,0,0,01:38:36,0
593,6,00:17:30,3.3505,0,0,24.6,0,0,01:38:46,0
594,6,00:17:40,3.3504,0,0,24.6,0,0,01:38:56,0
595,6,00:17:50,3.3503,0,0,24.6,0,0,01:39:06,0
596,6,00:18:00,3.3502,0,0,24.6,0,0,01:39:16,0
597,6,00:18:10,3.3502,0,0,24.6,0,0,01:39:26,0
598,6,00:18:20,3.3501,0,0,24.6,0,0,01:39:36,0
599,6,00:18:30,3.35,0,0,24.6,0,0,01:39:46,0
600,6,00:18:40,3.3499,0,0,24.6,0,0,01:39:56,0
601,6,00:18:50,3.3499,0,0,24.6,0,0,01:40:06,0
602,6,00:19:00,3.3498,0,0,24.6,0,0,01:40:16,0
603,6,00:19:10,3.3498,0,0,24.6,0,0,01:40:26,0
604,6,00:19:20,3.3497,0,0,24.6,0,0,01:40:36,0
605,6,00:19:30,3.3496,0,0,24.6,0,0,01:40:46,0
606,6,00:19:40,3.3496,0,0,24.6,0,0,01:40:56,0
607,6,00:19:50,3.3495,0,0,24.6,0,0,01:41:06,0
608,6,00:20:00,3.3494,0,0,24.6,0,0,01:41:16,0
609,6,00:20:10,3.3494,0,0,24.6,0,0,01:41:26,0
610,6,00:20:20,3.3493,0,0,24.6,0,0,01:41:36,0
611,6,00:20:30,3.3493,0,0,24.5,0,0,01:41:46,0
612,6,00:20:40,3.3492,0,0,24.5,0,0,01:41:56,0
613,6,00:20:50,3.3491,0,0,24.5,0,0,01:42:06,0
614,6,00:21:00,3.3491,0,0,24.5,0,0,01:42:16,0
615,6,00:21:10,3.349,0,0,24.5,0,0,01:42:26,0
616,6,00:21:20,3.349,0,0,24.5,0,0,01:42:36,0
617,6,00:21:30,3.3489,0,0,24.5,0,0,01:42:46,0
618,6,00:21:40,3.3489,0,0,24.5,0,0,01:42:56,0
619,6,00:21:50,3.3488,0,0,24.5,0,0,01:43:06,0
620,6,00:22:00,3.3488,0,0,24.5,0,0,01:43:16,0
621,6,00:22:10,3.3487,0,0,24.5,0,0,01:43:26,0
622,6,00:22:20,3.3487,0,0,24.5,0,0,01:43:36,0
623,6,00:22:30,3.3486,0,0,24.5,0,0,01:43:46,0
624,6,00:22:40,3.3486,0,0,24.5,0,0,01:43:56,0
625,6,00:22:50,3.3485,0,0,24.5,0,0,01:44:06,0
626,6,00:23:00,3.3485,0,0,24.5,0,0,01:44:16,0
627,6,00:23:10,3.3484,0,0,24.5,0,0,01:44:26,0
628,6,00:23:20,3.3484,0,0,24.5,0,0,01:44:36,0
629,6,00:23:30,3.3483,0,0,24.5,0,0,01:44:46,0
630,6,00:23:40,3.3483,0,0,24.5,0,0,01:44:56,0
631,6,00:23:50,3.3482,0,0,24.5,0,0,01:45:06,0
632,6,00:24:00,3.3482,0,0,24.5,0,0,01:45:16,0
633,6,00:24:10,3.3481,0,0,24.5,0,0,01:45:26,0
634,6,00:24:20,3.3481,0,0,24.5,0,0,01:45:36,0
635,6,00:24:30,3.348,0,0,24.5,0,0,01:45:46,0
636,6,00:24:40,3.348,0,0,24.5,0,0,01:45:56,0
637,6,00:24:50,3.348,0,0,24.5,0,0,01:46:06,0
638,6,00:25:00,3.3479,0,0,24.5,0,0,01:46:16,0
639,6,00:25:10,3.3479,0,0,24.5,0,0,01:46:26,0
640,6,00:25:20,3.3478,0,0,24.5,0,0,01:46:36,0
641,6,00:25:30,3.3478,0,0,24.5,0,0,01:46:46,0
642,6,00:25:40,3.3478,0,0,24.5,0,0,01:46:56,0
643,6,00:25:50,3.3477,0,0,24.5,0,0,01:47:06,0
644,6,00:26:00,3.3477,0,0,24.5,0,0,01:47:16,0
645,6,00:26:10,3.3476,0,0,24.5,0,0,01:47:26,0
646,6,00:26:20,3.3476,0,0,24.5,0,0,01:47:36,0
647,6,00:26:30,3.3476,0,0,24.5,0,0,01:47:46,0
648,6,00:26:40,3.3475,0,0,24.5,0,0,01:47:56,0
649,6,00:26:50,3.3475,0,0,24.5,0,0,01:48:06,0
650,6,00:27:00,3.3475,0,0,24.5,0,0,01:48:16,0
651,6,00:27:10,3.3474,0,0,24.5,0,0,01:48:26,0
652,6,00:27:20,3.3474,0,0,24.4,0,0,01:48:36,0
653,6,00:27:30,3.3473,0,0,24.4,0,0,01:48:46,0
654,6,00:27:40,3.3473,0,0,24.4,0,0,01:48:56,0
655,6,00:27:50,3.3473,0,0,24.4,0,0,01:49:06,0
656,6,00:28:00,3.3472,0,0,24.4,0,0,01:49:16,0
657,6,00:28:10,3.3472,0,0,24.4,0,0,01:49:26,0
658,6,00:28:20,3.3472,0,0,24.4,0,0,01:49:36,0
659,6,00:28:30,3.3471,0,0,24.4,0,0,01:49:46,0
