Data point,Step,Step time,Voltage,Current,Power,Temperature,Capacity,Energy,Total time,End status
2273,9,01:10:20,3.4303,7.492,25.7,27,8781.18,29.4688416,06:18:37,0
2274,9,01:10:30,3.4308,7.492,25.7,27,8802.82,29.5430984,06:18:47,0
2275,9,01:10:40,3.4312,7.492,25.7,27,8822.81,29.6116676,06:18:57,0
2276,9,01:10:50,3.4315,7.492,25.7,27,8844.45,29.6859417,06:19:07,0
2277,9,01:11:00,3.4319,7.492,25.7,27,8864.43,29.7545071,06:19:17,0
2278,9,01:11:10,3.4323,7.492,25.7,27,8886.09,29.8288574,06:19:27,0
2279,9,01:11:20,3.4327,7.492,25.7,27,8906.08,29.8974876,06:19:37,0
2280,9,01:11:30,3.4332,7.492,25.7,27,8927.73,29.9718018,06:19:47,0
2281,9,01:11:40,3.4336,7.492,25.7,27,8947.71,30.0404053,06:19:57,0
2282,9,01:11:50,3.4339,7.492,25.7,27,8969.36,30.1147366,06:20:07,0
2283,9,01:12:00,3.4343,7.492,25.7,27,8988.93,30.1819382,06:20:17,0
2284,9,01:12:10,3.4348,7.492,25.7,27,9010.16,30.2548523,06:20:27,0
2285,9,01:12:20,3.4352,7.492,25.7,27,9030.57,30.3249588,06:20:37,0
2286,9,01:12:30,3.4356,7.492,25.7,27,9052.22,30.3993416,06:20:47,0
2287,9,01:12:40,3.436,7.492,25.7,27,9073.46,30.4722958,06:20:57,0
2288,9,01:12:50,3.4364,7.492,25.7,27,9093.86,30.5423985,06:21:07,0
2289,9,01:13:00,3.4367,7.492,25.7,27,9115.08,30.6153412,06:21:17,0
2290,9,01:13:10,3.4371,7.492,25.8,27,9135.49,30.6854668,06:21:27,0
2291,9,01:13:20,3.4375,7.492,25.8,27,9156.72,30.7584324,06:21:37,0
2292,9,01:13:30,3.4378,7.492,25.8,27,9176.7,30.8271351,06:21:47,0
2293,9,01:13:40,3.4382,7.492,25.8,27,9198.36,30.9016037,06:21:57,0
2294,9,01:13:50,3.4385,7.492,25.8,27,9218.34,30.9703159,06:22:07,0
2295,9,01:14:00,3.439,7.492,25.8,27,9239.99,31.0447578,06:22:17,0
2296,9,01:14:10,3.4393,7.492,25.8,27,9260.39,31.1149063,06:22:27,0
2297,9,01:14:20,3.4397,7.492,25.8,27,9281.63,31.1879692,06:22:37,0
2298,9,01:14:30,3.4401,7.492,25.8,27,9301.62,31.2567215,06:22:47,0
2299,9,01:14:40,3.4404,7.492,25.8,27,9322.85,31.3297634,06:22:57,0
2300,9,01:14:50,3.4408,7.492,25.8,27,9342.83,31.3985062,06:23:07,0
2301,9,01:15:00,3.4412,7.492,25.8,27.1,9364.48,31.4730167,06:23:17,0
2302,9,01:15:10,3.4415,7.492,25.8,27,9385.71,31.5460873,06:23:27,0
2303,9,01:15:20,3.4419,7.492,25.8,27,9405.7,31.6148758,06:23:37,0
2304,9,01:15:30,3.4422,7.492,25.8,27,9427.35,31.6894073,06:23:47,0
2305,9,01:15:40,3.4426,7.492,25.8,27,9447.33,31.7582016,06:23:57,0
2306,9,01:15:50,3.4431,7.492,25.8,27,9468.57,31.8313084,06:24:07,0
2307,9,01:16:00,3.4434,7.492,25.8,27,9488.56,31.9001255,06:24:17,0
2308,9,01:16:10,3.4439,7.492,25.8,27,9510.62,31.9761047,06:24:27,0
2309,9,01:16:20,3.4442,7.492,25.8,27,9530.61,32.0449257,06:24:37,0
2310,9,01:16:30,3.4446,7.492,25.8,27,9551.84,32.1180573,06:24:47,0
2311,9,01:16:40,3.4449,7.493,25.8,27,9571.82,32.1868896,06:24:57,0
2312,9,01:16:50,3.4453,7.492,25.8,27,9593.47,32.261467,06:25:07,0
2313,9,01:17:00,3.4457,7.492,25.8,27,9614.7,32.3346214,06:25:17,0
2314,9,01:17:10,3.446,7.492,25.8,27,9634.68,32.4034805,06:25:27,0
2315,9,01:17:20,3.4465,7.492,25.8,27,9656.33,32.478096,06:25:37,0
2316,9,01:17:30,3.4468,7.492,25.8,27,9676.32,32.5469627,06:25:47,0
2317,9,01:17:40,3.4472,7.492,25.8,27,9697.96,32.6215782,06:25:57,0
2318,9,01:17:50,3.4476,7.492,25.8,27,9717.95,32.6904831,06:26:07,0
2319,9,01:18:00,3.4479,7.492,25.8,27,9739.19,32.7637177,06:26:17,0
2320,9,01:18:10,3.4483,7.492,25.8,27,9759.18,32.8326378,06:26:27,0
2321,9,01:18:20,3.4487,7.492,25.8,27,9780.82,32.9072876,06:26:37,0
2322,9,01:18:30,3.4491,7.492,25.8,27,9802.06,32.9805183,06:26:47,0
2323,9,01:18:40,3.4495,7.492,25.8,27,9822.46,33.0509148,06:26:57,0
2324,9,01:18:50,3.4499,7.492,25.8,27,9843.69,33.1241417,06:27:07,0
2325,9,01:19:00,3.4502,7.492,25.8,27,9863.67,33.1930733,06:27:17,0
2326,9,01:19:10,3.4506,7.492,25.9,27,9885.33,33.2678108,06:27:27,0
2327,9,01:19:20,3.451,7.492,25.9,27,9905.32,33.3367767,06:27:37,0
2328,9,01:19:30,3.4515,7.492,25.9,27,9926.56,33.4100952,06:27:47,0
2329,9,01:19:40,3.4519,7.492,25.9,27,9946.54,33.4790726,06:27:57,0
2330,9,01:19:50,3.4523,7.492,25.9,27,9968.19,33.5537987,06:28:07,0
2331,9,01:20:00,3.4527,7.492,25.9,27,9988.59,33.6242332,06:28:17,0
2332,9,01:20:10,3.4531,7.492,25.9,27,10010.23,33.698967,06:28:27,0
2333,9,01:20:20,3.4535,7.492,25.9,27,10030.63,33.7694397,06:28:37,0
2334,9,01:20:30,3.4539,7.492,25.9,27,10050.61,33.8384399,06:28:47,0
2335,9,01:20:40,3.4544,7.492,25.9,27,10072.26,33.9132233,06:28:57,0
2336,9,01:20:50,3.4549,7.492,25.9,27,10093.5,33.9865913,06:29:07,0
2337,9,01:21:00,3.4553,7.492,25.9,27,10113.49,34.055645,06:29:17,0
2338,9,01:21:10,3.4556,7.492,25.9,27,10133.47,34.1247063,06:29:27,0
2339,9,01:21:20,3.4561,7.492,25.9,27,10155.54,34.2009659,06:29:37,0
2340,9,01:21:30,3.4565,7.492,25.9,27,10175.51,34.2700195,06:29:47,0
2341,9,01:21:40,3.457,7.492,25.9,27,10196.77,34.3435211,06:29:57,0
2342,9,01:21:50,3.4574,7.492,25.9,27,10217.18,34.4140625,06:30:07,0
2343,9,01:22:00,3.4579,7.492,25.9,27,10238.4,34.4874687,06:30:17,0
2344,9,01:22:10,3.4584,7.492,25.9,27,10259.64,34.5609055,06:30:27,0
2345,9,01:22:20,3.4589,7.492,25.9,27,10279.62,34.6300201,06:30:37,0
2346,9,01:22:30,3.4594,7.492,25.9,27,10301.27,34.7049026,06:30:47,0
2347,9,01:22:40,3.4598,7.492,25.9,26.9,10321.25,34.7740402,06:30:57,0
2348,9,01:22:50,3.4604,7.492,25.9,26.9,10342.48,34.847496,06:31:07,0
2349,9,01:23:00,3.4609,7.492,25.9,26.9,10362.88,34.9180679,06:31:17,0
2350,9,01:23:10,3.4614,7.492,25.9,26.9,10384.11,34.9915543,06:31:27,0
2351,9,01:23:20,3.4619,7.492,25.9,26.9,10404.52,35.0622101,06:31:37,0
2352,9,01:23:30,3.4625,7.492,25.9,26.9,10425.75,35.1357155,06:31:47,0
2353,9,01:23:40,3.463,7.492,25.9,26.9,10446.99,35.2092476,06:31:57,0
2354,9,01:23:50,3.4635,7.492,25.9,26.9,10467.39,35.2798882,06:32:07,0
2355,9,01:24:00,3.4641,7.492,26,26.9,10488.62,35.3534164,06:32:17,0
2356,9,01:24:10,3.4646,7.492,26,26.9,10508.6,35.4226418,06:32:27,0
2357,9,01:24:20,3.4652,7.492,26,26.9,10529.41,35.4947662,06:32:37,0
2358,9,01:24:30,3.4658,7.492,26,26.9,10551.06,35.569809,06:32:47,0
2359,9,01:24:40,3.4663,7.492,26,26.9,10571.05,35.6390762,06:32:57,0
2360,9,01:24:50,3.467,7.492,26,26.9,10592.28,35.7126961,06:33:07,0
2361,9,01:25:00,3.4676,7.492,26,26.9,10612.27,35.7819862,06:33:17,0
2362,9,01:25:10,3.4682,7.492,26,26.9,10633.93,35.8571129,06:33:27,0
2363,9,01:25:20,3.4689,7.492,26,26.9,10655.16,35.930748,06:33:37,0
2364,9,01:25:30,3.4696,7.492,26,26.9,10675.56,36.0015221,06:33:47,0
2365,9,01:25:40,3.4703,7.492,26,26.9,10696.8,36.075222,06:33:57,0
2366,9,01:25:50,3.471,7.492,26,26.9,10716.78,36.1445732,06:34:07,0
2367,9,01:26:00,3.4717,7.492,26,26.9,10738.43,36.2197075,06:34:17,0
2368,9,01:26:10,3.4724,7.492,26,26.9,10758.41,36.289093,06:34:27,0
2369,9,01:26:20,3.4731,7.492,26,26.9,10780.06,36.3642921,06:34:37,0
2370,9,01:26:30,3.4738,7.492,26,26.9,10800.87,36.4365845,06:34:47,0
2371,9,01:26:40,3.4746,7.492,26,26.9,10820.86,36.5060196,06:34:57,0
2372,9,01:26:50,3.4754,7.492,26,26.9,10842.51,36.5812721,06:35:07,0
2373,9,01:27:00,3.4761,7.492,26,26.9,10862.52,36.6508102,06:35:17,0
2374,9,01:27:10,3.4772,7.492,26.1,26.9,10884.17,36.7260704,06:35:27,0
2375,9,01:27:20,3.478,7.492,26.1,26.9,10904.56,36.7969933,06:35:37,0
2376,9,01:27:30,3.4789,7.492,26.1,26.9,10925.79,36.8708496,06:35:47,0
2377,9,01:27:40,3.4798,7.492,26.1,26.9,10945.78,36.9403877,06:35:57,0
2378,9,01:27:50,3.4807,7.492,26.1,26.9,10967.01,37.0142975,06:36:07,0
2379,9,01:28:00,3.4816,7.492,26.1,26.9,10987,37.0838661,06:36:17,0
2380,9,01:28:10,3.4827,7.492,26.1,26.9,11008.65,37.1592598,06:36:27,0
2381,9,01:28:20,3.4837,7.492,26.1,26.9,11029.05,37.2303123,06:36:37,0
2382,9,01:28:30,3.4848,7.492,26.1,26.9,11050.28,37.3042946,06:36:47,0
2383,9,01:28:40,3.486,7.492,26.1,26.9,11070.26,37.3739395,06:36:57,0
2384,9,01:28:50,3.4871,7.492,26.1,27,11091.91,37.4494133,06:37:07,0
2385,9,01:29:00,3.4884,7.492,26.1,26.9,11113.15,37.5234756,06:37:17,0
2386,9,01:29:10,3.4894,7.492,26.1,26.9,11133.14,37.5932007,06:37:27,0
2387,9,01:29:20,3.4909,7.492,26.2,26.9,11154.37,37.667305,06:37:37,0
2388,9,01:29:30,3.4921,7.492,26.2,26.9,11174.77,37.7385292,06:37:47,0
2389,9,01:29:40,3.4935,7.492,26.2,27,11196.42,37.8141518,06:37:57,0
2390,9,01:29:50,3.495,7.492,26.2,27,11216.82,37.885437,06:38:07,0
2391,9,01:30:00,3.4965,7.492,26.2,26.9,11238.05,37.9596481,06:38:17,0
2392,9,01:30:10,3.4978,7.478,26.2,26.9,11258.43,38.0309258,06:38:27,0
2393,9,01:30:20,3.4971,7.327,25.6,26.9,11278.48,38.1010704,06:38:37,0
2394,9,01:30:30,3.4971,7.247,25.3,27,11299.13,38.1732712,06:38:47,0
2395,9,01:30:40,3.4971,7.169,25.1,27,11318.34,38.2404633,06:38:57,0
2396,9,01:30:50,3.4971,7.08,24.8,27,11339.32,38.313797,06:39:07,0
2397,9,01:31:00,3.4971,7.001,24.5,27,11358.1,38.3794708,06:39:17,0
2398,9,01:31:10,3.4971,6.922,24.2,27,11377.44,38.4471283,06:39:27,0
2399,9,01:31:20,3.4971,6.842,23.9,27,11396.97,38.515419,06:39:37,0
2400,9,01:31:30,3.4971,6.766,23.7,27,11415.5,38.580204,06:39:47,0
2401,9,01:31:40,3.4971,6.688,23.4,27,11434.56,38.6468658,06:39:57,0
2402,9,01:31:50,3.4971,6.61,23.1,27,11452.65,38.7101288,06:40:07,0
2403,9,01:32:00,3.4971,6.531,22.8,27,11470.89,38.7739372,06:40:17,0
2404,9,01:32:10,3.4971,6.458,22.6,27,11488.21,38.8344727,06:40:27,0
2405,9,01:32:20,3.4971,6.371,22.3,26.9,11506.73,38.8992577,06:40:37,0
2406,9,01:32:30,3.4971,6.295,22,26.9,11523.98,38.9595642,06:40:47,0
2407,9,01:32:40,3.4971,6.223,21.8,26.9,11541.72,39.0216141,06:40:57,0
2408,9,01:32:50,3.4971,6.148,21.5,27,11559.25,39.0829048,06:41:07,0
2409,9,01:33:00,3.4971,6.077,21.3,27,11575.54,39.1398811,06:41:17,0
2410,9,01:33:10,3.4971,5.995,21,26.9,11592.98,39.2008629,06:41:27,0
2411,9,01:33:20,3.4971,5.936,20.8,26.9,11609.23,39.2576866,06:41:37,0
2412,9,01:33:30,3.4971,5.858,20.5,26.9,11625.6,39.3149452,06:41:47,0
2413,9,01:33:40,3.4971,5.788,20.2,26.9,11642.1,39.3726463,06:41:57,0
2414,9,01:33:50,3.4971,5.722,20,26.9,11657.45,39.4263268,06:42:07,0
2415,9,01:34:00,3.4971,5.653,19.8,26.9,11673.88,39.4837646,06:42:17,0
2416,9,01:34:10,3.4971,5.589,19.5,26.9,11688.55,39.5350647,06:42:27,0
2417,9,01:34:20,3.4971,5.525,19.3,26.9,11704.29,39.5901222,06:42:37,0
2418,9,01:34:30,3.4971,5.452,19.1,26.9,11719.84,39.6445007,06:42:47,0
2419,9,01:34:40,3.4971,5.399,18.9,26.9,11734.31,39.6951065,06:42:57,0
2420,9,01:34:50,3.4971,5.328,18.6,26.9,11749.8,39.7492752,06:43:07,0
2421,9,01:35:00,3.4971,5.268,18.4,26.9,11764.81,39.8017616,06:43:17,0
2422,9,01:35:10,3.4971,5.209,18.2,26.9,11779.06,39.8516159,06:43:27,0
2423,9,01:35:20,3.4971,5.152,18,26.9,11793.74,39.9029274,06:43:37,0
2424,9,01:35:30,3.4971,5.094,17.8,26.9,11807.39,39.9506645,06:43:47,0
2425,9,01:35:40,3.4971,5.038,17.6,26.9,11821.73,40.0008278,06:43:57,0
2426,9,01:35:50,3.4972,4.983,17.4,26.9,11835.09,40.0475159,06:44:07,0
2427,9,01:36:00,3.4971,4.92,17.2,26.9,11849.66,40.0984917,06:44:17,0
2428,9,01:36:10,3.4971,4.866,17,26.8,11862.98,40.1450615,06:44:27,0
2429,9,01:36:20,3.4971,4.814,16.8,26.9,11875.88,40.1902008,06:44:37,0
2430,9,01:36:30,3.4971,4.762,16.7,26.9,11889.72,40.2385712,06:44:47,0
2431,9,01:36:40,3.4971,4.711,16.5,26.8,11903.13,40.2854805,06:44:57,0
2432,9,01:36:50,3.4971,4.66,16.3,26.8,11915.62,40.3291702,06:45:07,0
2433,9,01:37:00,3.4971,4.603,16.1,26.9,11928.75,40.375061,06:45:17,0
2434,9,01:37:10,3.4971,4.554,15.9,26.8,11941.22,40.418663,06:45:27,0
2435,9,01:37:20,3.4971,4.506,15.8,26.8,11954.06,40.4635773,06:45:37,0
2436,9,01:37:30,3.4972,4.46,15.6,26.8,11966.02,40.5054054,06:45:47,0
2437,9,01:37:40,3.4972,4.415,15.4,26.8,11979.08,40.5510826,06:45:57,0
2438,9,01:37:50,3.4972,4.369,15.3,26.8,11990.79,40.5920181,06:46:07,0
2439,9,01:38:00,3.4972,4.316,15.1,26.8,12003.33,40.6358948,06:46:17,0
2440,9,01:38:10,3.4972,4.279,15,26.8,12014.79,40.6759682,06:46:27,0
2441,9,01:38:20,3.4972,4.229,14.8,26.8,12026.84,40.7181168,06:46:37,0
2442,9,01:38:30,3.4972,4.184,14.6,26.8,12038.3,40.7581978,06:46:47,0
2443,9,01:38:40,3.4972,4.145,14.5,26.8,12050.11,40.7994766,06:46:57,0
2444,9,01:38:50,3.4972,4.104,14.4,26.8,12061.33,40.8387184,06:47:07,0
2445,9,01:39:00,3.4972,4.062,14.2,26.8,12073.12,40.8799706,06:47:17,0
2446,9,01:39:10,3.4972,4.022,14.1,26.7,12084.12,40.9184265,06:47:27,0
2447,9,01:39:20,3.4972,3.977,13.9,26.7,12095.45,40.9580574,06:47:37,0
2448,9,01:39:30,3.4972,3.937,13.8,26.7,12106.23,40.9957428,06:47:47,0
2449,9,01:39:40,3.4972,3.898,13.6,26.7,12116.67,41.03228,06:47:57,0
2450,9,01:39:50,3.4972,3.862,13.5,26.7,12127.88,41.0714722,06:48:07,0
2451,9,01:40:00,3.4972,3.824,13.4,26.7,12138.12,41.1073074,06:48:17,0
2452,9,01:40:10,3.4972,3.786,13.2,26.7,12149.12,41.1457405,06:48:27,0
2453,9,01:40:20,3.4972,3.744,13.1,26.7,12159.78,41.1830521,06:48:37,0
2454,9,01:40:30,3.4972,3.713,13,26.7,12169.93,41.218544,06:48:47,0
2455,9,01:40:40,3.4972,3.673,12.8,26.7,12180.39,41.2551231,06:48:57,0
2456,9,01:40:50,3.4972,3.639,12.7,26.7,12190.14,41.2892227,06:49:07,0
2457,9,01:41:00,3.4972,3.605,12.6,26.6,12200.6,41.3258095,06:49:17,0
2458,9,01:41:10,3.4972,3.569,12.5,26.6,12210.17,41.3592682,06:49:27,0
2459,9,01:41:20,3.4972,3.537,12.4,26.6,12220.43,41.395153,06:49:37,0
2460,9,01:41:30,3.4972,3.502,12.2,26.6,12229.62,41.4272842,06:49:47,0
2461,9,01:41:40,3.4972,3.466,12.1,26.6,12239.68,41.4624825,06:49:57,0
2462,9,01:41:50,3.4972,3.434,12,26.6,12249.07,41.4953346,06:50:07,0
2463,9,01:42:00,3.4972,3.402,11.9,26.6,12258.76,41.5292206,06:50:17,0
2464,9,01:42:10,3.4972,3.37,11.8,26.6,12267.98,41.5614586,06:50:27,0
2465,9,01:42:20,3.4972,3.34,11.7,26.6,12277.67,41.5953522,06:50:37,0
2466,9,01:42:30,3.4972,3.31,11.6,26.6,12286.54,41.6263695,06:50:47,0
2467,9,01:42:40,3.4972,3.276,11.5,26.5,12296.06,41.6596298,06:50:57,0
2468,9,01:42:50,3.4972,3.25,11.4,26.5,12304.76,41.6900482,06:51:07,0
2469,9,01:43:00,3.4972,3.216,11.2,26.5,12314.09,41.7226982,06:51:17,0
2470,9,01:43:10,3.4972,3.187,11.1,26.5,12322.82,41.7532043,06:51:27,0
2471,9,01:43:20,3.4972,3.159,11,26.5,12331.28,41.7828026,06:51:37,0
2472,9,01:43:30,3.4972,3.129,10.9,26.5,12340.36,41.8145599,06:51:47,0
2473,9,01:43:40,3.4972,3.102,10.8,26.5,12348.67,41.8436165,06:51:57,0
2474,9,01:43:50,3.4972,3.074,10.8,26.5,12357.6,41.8748398,06:52:07,0
2475,9,01:44:00,3.4972,3.046,10.7,26.5,12365.92,41.9039612,06:52:17,0
2476,9,01:44:10,3.4972,3.02,10.6,26.4,12374.01,41.9322357,06:52:27,0
2477,9,01:44:20,3.4972,2.99,10.5,26.5,12382.69,41.9625893,06:52:37,0
2478,9,01:44:30,3.4972,2.964,10.4,26.4,12391.13,41.9920998,06:52:47,0
2479,9,01:44:40,3.4972,2.938,10.3,26.4,12399,42.0196228,06:52:57,0
2480,9,01:44:50,3.4972,2.911,10.2,26.4,12407.29,42.0486183,06:53:07,0
2481,9,01:45:00,3.4972,2.887,10.1,26.4,12415.02,42.0756531,06:53:17,0
2482,9,01:45:10,3.4972,2.862,10,26.4,12423.48,42.1052475,06:53:27,0
2483,9,01:45:20,3.4972,2.838,9.9,26.4,12431.08,42.1318092,06:53:37,0
2484,9,01:45:30,3.4972,2.808,9.8,26.3,12439.24,42.1603317,06:53:47,0
2485,9,01:45:40,3.4972,2.786,9.7,26.3,12446.7,42.1864204,06:53:57,0
2486,9,01:45:50,3.4972,2.763,9.7,26.3,12454.71,42.214447,06:54:07,0
2487,9,01:46:00,3.4972,2.736,9.6,26.3,12462.05,42.2401009,06:54:17,0
2488,9,01:46:10,3.4972,2.715,9.5,26.3,12469.93,42.2676659,06:54:27,0
2489,9,01:46:20,3.4972,2.692,9.4,26.3,12477.14,42.2928619,06:54:37,0
2490,9,01:46:30,3.4972,2.668,9.3,26.3,12484.73,42.3194237,06:54:47,0
2491,9,01:46:40,3.4972,2.645,9.3,26.3,12492.26,42.3457489,06:54:57,0
2492,9,01:46:50,3.4972,2.622,9.2,26.3,12499.43,42.3708344,06:55:07,0
2493,9,01:47:00,3.4972,2.601,9.1,26.3,12506.83,42.3967056,06:55:17,0
2494,9,01:47:10,3.4972,2.579,9,26.3,12513.74,42.4208717,06:55:27,0
2495,9,01:47:20,3.4972,2.559,8.9,26.2,12521.02,42.4463272,06:55:37,0
2496,9,01:47:30,3.4972,2.536,8.9,26.2,12527.81,42.4700623,06:55:47,0
2497,9,01:47:40,3.4972,2.515,8.8,26.2,12535.1,42.4955673,06:55:57,0
2498,9,01:47:50,3.4972,2.493,8.7,26.2,12542.2,42.5203896,06:56:07,0
2499,9,01:48:00,3.4972,2.473,8.6,26.2,12548.96,42.5440407,06:56:17,0
2500,9,01:48:10,3.4972,2.453,8.6,26.2,12555.94,42.5684471,06:56:27,0
2501,9,01:48:20,3.4972,2.432,8.5,26.2,12562.58,42.5916862,06:56:37,0
2502,9,01:48:30,3.4972,2.413,8.4,26.1,12569.45,42.6156845,06:56:47,0
2503,9,01:48:40,3.4972,2.393,8.4,26.1,12575.98,42.638546,06:56:57,0
2504,9,01:48:50,3.4972,2.374,8.3,26.1,12582.34,42.6607819,06:57:07,0
2505,9,01:49:00,3.4972,2.351,8.2,26.1,12589.17,42.6846542,06:57:17,0
2506,9,01:49:10,3.4972,2.334,8.2,26.1,12595.8,42.7078705,06:57:27,0
2507,9,01:49:20,3.4972,2.315,8.1,26.1,12602.01,42.7295609,06:57:37,0
2508,9,01:49:30,3.4972,2.296,8,26.1,12608.29,42.7515221,06:57:47,0
2509,9,01:49:40,3.4972,2.279,8,26.1,12614.77,42.7741852,06:57:57,0
2510,9,01:49:50,3.4972,2.26,7.9,26,12621.32,42.7971077,06:58:07,0
2511,9,01:50:00,3.4972,2.243,7.8,26,12627.33,42.8181,06:58:17,0
2512,9,01:50:10,3.4972,2.223,7.8,26,12633.78,42.8406601,06:58:27,0
2513,9,01:50:20,3.4972,2.204,7.7,26,12639.68,42.8613129,06:58:37,0
2514,9,01:50:30,3.4972,2.187,7.6,26,12646.03,42.8835068,06:58:47,0
2515,9,01:50:40,3.4972,2.171,7.6,26,12651.84,42.9038353,06:58:57,0
2516,9,01:50:50,3.4972,2.155,7.5,26,12658.09,42.9256935,06:59:07,0
2517,9,01:51:00,3.4972,2.138,7.5,26,12663.81,42.9457016,06:59:17,0
2518,9,01:51:10,3.4972,2.122,7.4,25.9,12669.96,42.967205,06:59:27,0
2519,9,01:51:20,3.4973,2.106,7.4,25.9,12675.59,42.9868965,06:59:37,0
2520,9,01:51:30,3.4972,2.085,7.3,25.9,12681.53,43.0076675,06:59:47,0
2521,9,01:51:40,3.4972,2.07,7.2,25.9,12687.42,43.0282593,06:59:57,0
2522,9,01:51:50,3.4972,2.056,7.2,25.9,12692.92,43.0474968,07:00:07,0
2523,9,01:52:00,3.4972,2.039,7.1,25.9,12698.83,43.0681763,07:00:17,0
2524,9,01:52:10,3.4972,2.024,7.1,25.9,12704.25,43.0871201,07:00:27,0
2525,9,01:52:20,3.4973,2.01,7,25.9,12709.96,43.1071053,07:00:37,0
2526,9,01:52:30,3.4972,1.995,7,25.9,12715.3,43.1257591,07:00:47,0
2527,9,01:52:40,3.4972,1.977,6.9,25.9,12720.93,43.1454239,07:00:57,0
2528,9,01:52:50,3.4972,1.962,6.9,25.8,12726.62,43.165329,07:01:07,0
2529,9,01:53:00,3.4972,1.949,6.8,25.8,12731.84,43.1835785,07:01:17,0
2530,9,01:53:10,3.4972,1.934,6.8,25.8,12737.45,43.2031898,07:01:27,0
2531,9,01:53:20,3.4972,1.92,6.7,25.8,12742.59,43.2211571,07:01:37,0
2532,9,01:53:30,3.4972,1.905,6.7,25.8,12748.01,43.2401085,07:01:47,0
2533,9,01:53:40,3.4972,1.892,6.6,25.8,12753.07,43.2578163,07:01:57,0
2534,9,01:53:50,3.4973,1.877,6.6,25.8,12758.51,43.2768555,07:02:07,0
2535,9,01:54:00,3.4973,1.865,6.5,25.8,12763.5,43.2943001,07:02:17,0
2536,9,01:54:10,3.4972,1.85,6.5,25.8,12768.86,43.3130646,07:02:27,0
2537,9,01:54:20,3.4973,1.836,6.4,25.7,12773.78,43.3302536,07:02:37,0
2538,9,01:54:30,3.4972,1.822,6.4,25.7,12779.06,43.3487358,07:02:47,0
2539,9,01:54:40,3.4972,1.809,6.3,25.7,12783.91,43.3656731,07:02:57,0
2540,9,01:54:50,3.4972,1.796,6.3,25.7,12789.01,43.3835335,07:03:07,0
2541,9,01:55:00,3.4972,1.783,6.2,25.7,12793.89,43.4005699,07:03:17,0
2542,9,01:55:10,3.4972,1.77,6.2,25.7,12798.92,43.4181747,07:03:27,0
2543,9,01:55:20,3.4972,1.757,6.1,25.7,12803.62,43.4346237,07:03:37,0
2544,9,01:55:30,3.4972,1.744,6.1,25.7,12808.68,43.4523163,07:03:47,0
2545,9,01:55:40,3.4972,1.733,6.1,25.6,12813.32,43.468544,07:03:57,0
2546,9,01:55:50,3.4972,1.72,6,25.6,12818.3,43.4859772,07:04:07,0
2547,9,01:56:00,3.4972,1.708,6,25.6,12822.97,43.5022926,07:04:17,0
2548,9,01:56:10,3.4972,1.694,5.9,25.6,12827.79,43.5191498,07:04:27,0
2549,9,01:56:20,3.4972,1.685,5.9,25.6,12832.39,43.5352325,07:04:37,0
2550,9,01:56:30,3.4973,1.672,5.8,25.6,12837.24,43.5522003,07:04:47,0
2551,9,01:56:40,3.4973,1.661,5.8,25.6,12841.68,43.5677338,07:04:57,0
2552,9,01:56:50,3.4972,1.649,5.8,25.6,12846.37,43.5841408,07:05:07,0
2553,9,01:57:00,3.4972,1.638,5.7,25.6,12851.02,43.6004219,07:05:17,0
2554,9,01:57:10,3.4972,1.627,5.7,25.6,12855.37,43.6156349,07:05:27,0
2555,9,01:57:20,3.4972,1.613,5.6,25.5,12860.05,43.6319923,07:05:37,0
2556,9,01:57:30,3.4972,1.603,5.6,25.5,12864.43,43.6473045,07:05:47,0
2557,9,01:57:40,3.4972,1.592,5.6,25.5,12868.69,43.6622047,07:05:57,0
2558,9,01:57:50,3.4972,1.579,5.5,25.5,12873.19,43.6779251,07:06:07,0
2559,9,01:58:00,3.4973,1.57,5.5,25.5,12877.74,43.69384,07:06:17,0
2560,9,01:58:10,3.4973,1.56,5.5,25.5,12881.91,43.7084312,07:06:27,0
2561,9,01:58:20,3.4972,1.549,5.4,25.5,12886.32,43.723835,07:06:37,0
2562,9,01:58:30,3.4972,1.539,5.4,25.5,12890.43,43.738224,07:06:47,0
2563,9,01:58:40,3.4973,1.527,5.3,25.5,12894.87,43.7537308,07:06:57,0
2564,9,01:58:50,3.4972,1.517,5.3,25.4,12899.18,43.7688141,07:07:07,0
2565,9,01:59:00,3.4973,1.507,5.3,25.4,12903.22,43.7829285,07:07:17,0
2566,9,01:59:10,3.4972,1.498,5.2,25.4,12907.31,43.7972298,07:07:27,0
2567,9,01:59:20,3.4973,1.488,5.2,25.4,12911.54,43.8120193,07:07:37,0
2568,9,01:59:30,3.4972,1.477,5.2,25.4,12915.82,43.8269844,07:07:47,0
2569,9,01:59:40,3.4973,1.469,5.1,25.4,12919.75,43.8407173,07:07:57,0
2570,9,01:59:50,3.4973,1.458,5.1,25.4,12923.9,43.8552322,07:08:07,0
2571,9,02:00:00,3.4973,1.449,5.1,25.4,12927.85,43.8690643,07:08:17,0
2572,9,02:00:10,3.4973,1.439,5,25.3,12932.03,43.8836403,07:08:27,0
2573,9,02:00:20,3.4972,1.431,5,25.3,12935.85,43.8970261,07:08:37,0
2574,9,02:00:30,3.4972,1.421,5,25.3,12939.89,43.9111519,07:08:47,0
2575,9,02:00:40,3.4973,1.412,4.9,25.3,12943.75,43.9246292,07:08:57,0
